row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Blank_MidRun04_1_1_4187.mzML Peak area,Blank_MidRun08_1_1_4227.mzML Peak area,Blank_PreRun06_1_1_4147.mzML Peak area,LSTHA00002_P1-F4_1_4201.mzML Peak area,Blank_MidRun12_1_1_4267.mzML Peak area,LSTHA00006_P1-F8_1_4205.mzML Peak area,LSTHA00010_P2-A3_1_4210.mzML Peak area,LSTHA00012_P2-A5_1_4212.mzML Peak area,LSTHA00009_P2-A2_1_4209.mzML Peak area,LSTHA00003_P1-F5_1_4202.mzML Peak area,LSTHA00008_P2-A1_1_4208.mzML Peak area,LSTHA00005_P1-F7_1_4204.mzML Peak area,LSTHA00014_P2-A7_1_4214.mzML Peak area,LSTHA00007_P1-F9_1_4206.mzML Peak area,LSTHA00018_P2-B2_1_4219.mzML Peak area,LSTHA00013_P2-A6_1_4213.mzML Peak area,LSTHA00004_P1-F6_1_4203.mzML Peak area,LSTHA00011_P2-A4_1_4211.mzML Peak area,LSTHA00024_P2-B8_1_4225.mzML Peak area,LSTHA00025_P2-B9_1_4226.mzML Peak area,LSTHA00015_P2-A8_1_4215.mzML Peak area,LSTHA00016_P2-A9_1_4216.mzML Peak area,LSTHA00019_P2-B3_1_4220.mzML Peak area,LSTHA00017_P2-B1_1_4218.mzML Peak area,LSTHA00029_P2-C4_1_4231.mzML Peak area,LSTHA00021_P2-B5_1_4222.mzML Peak area,LSTHA00020_P2-B4_1_4221.mzML Peak area,LSTHA00028_P2-C3_1_4230.mzML Peak area,LSTHA00022_P2-B6_1_4223.mzML Peak area,LSTHA00027_P2-C2_1_4229.mzML Peak area,LSTHA00026_P2-C1_1_4228.mzML Peak area,LSTHA00030_P2-C5_1_4232.mzML Peak area,LSTHA00031_P2-C6_1_4233.mzML Peak area,LSTHA00034_P2-C9_1_4236.mzML Peak area,LSTHA00023_P2-B7_1_4224.mzML Peak area,LSTHA00035_P2-D1_1_4238.mzML Peak area,LSTHA00039_P2-D5_1_4242.mzML Peak area,LSTHA00038_P2-D4_1_4241.mzML Peak area,LSTHA00047_P2-E3_1_4250.mzML Peak area,LSTHA00040_P2-D6_1_4243.mzML Peak area,LSTHA00036_P2-D2_1_4239.mzML Peak area,LSTHA00033_P2-C8_1_4235.mzML Peak area,LSTHA00048_P2-E4_1_4251.mzML Peak area,LSTHA00050_P2-E6_1_4253.mzML Peak area,LSTHA00049_P2-E5_1_4252.mzML Peak area,LSTHA00052_P2-E8_1_4255.mzML Peak area,LSTHA00051_P2-E7_1_4254.mzML Peak area,LSTHA00032_P2-C7_1_4234.mzML Peak area,LSTHA00053_P2-E9_1_4256.mzML Peak area,LSTHA00055_P2-F2_1_4259.mzML Peak area,LSTHA00043_P2-D9_1_4246.mzML Peak area,LSTHA00042_P2-D8_1_4245.mzML Peak area,LSTHA00059_P2-F6_1_4263.mzML Peak area,LSTHA00037_P2-D3_1_4240.mzML Peak area,LSTHA00056_P2-F3_1_4260.mzML Peak area,LSTHA00057_P2-F4_1_4261.mzML Peak area,LSTHA00058_P2-F5_1_4262.mzML Peak area,LSTHA00054_P2-F1_1_4258.mzML Peak area,LSTHA00041_P2-D7_1_4244.mzML Peak area,LSTHA00045_P2-E2_1_4249.mzML Peak area,LSTHA00062_P2-F9_1_4266.mzML Peak area,MILST00044-Rerun_P1-A1_1_4148.mzML Peak area,LSTHA00064_P1-A2_1_4269.mzML Peak area,LSTHA00063_P1-A1_1_4268.mzML Peak area,LSTHA00060_P2-F7_1_4264.mzML Peak area,LSTHA00044_P2-E1_1_4248.mzML Peak area,LSTHA00065_P1-A3_1_4270.mzML Peak area,LSTHA00068_P1-A6_1_4273.mzML Peak area,LSTHA00066_P1-A4_1_4271.mzML Peak area,LSTHA00067_P1-A5_1_4272.mzML Peak area,LSTHA00061_P2-F8_1_4265.mzML Peak area,MILST00053_P1-B1_1_4158.mzML Peak area,MILST00051_P1-A8_1_4155.mzML Peak area,MILST00055_P1-B3_1_4160.mzML Peak area,MILST00048_P1-A5_1_4152.mzML Peak area,MILST00049_P1-A6_1_4153.mzML Peak area,MILST00045_P1-A2_1_4149.mzML Peak area,MILST00052_P1-A9_1_4156.mzML Peak area,MILST00068_P1-C7_1_4174.mzML Peak area,MILST00054_P1-B2_1_4159.mzML Peak area,MILST00057_P1-B5_1_4162.mzML Peak area,MILST00056_P1-B4_1_4161.mzML Peak area,MILST00050_P1-A7_1_4154.mzML Peak area,MILST00046_P1-A3_1_4150.mzML Peak area,MILST00065_P1-C4_1_4171.mzML Peak area,MILST00064_P1-C3_1_4170.mzML Peak area,MILST00047_P1-A4_1_4151.mzML Peak area,MILST00058_P1-B6_1_4163.mzML Peak area,MILST00061_P1-B9_1_4166.mzML Peak area,MILST00060_P1-B8_1_4165.mzML Peak area,MILST00069_P1-C8_1_4175.mzML Peak area,MILST00072_P1-D2_1_4179.mzML Peak area,MILST00059_P1-B7_1_4164.mzML Peak area,MILST00071_P1-D1_1_4178.mzML Peak area,MILST00067_P1-C6_1_4173.mzML Peak area,MILST00066_P1-C5_1_4172.mzML Peak area,MILST00073_P1-D3_1_4180.mzML Peak area,MILST00070_P1-C9_1_4176.mzML Peak area,MILST00074_P1-D4_1_4181.mzML Peak area,MILST00077_P1-D7_1_4184.mzML Peak area,MILST00063_P1-C2_1_4169.mzML Peak area,MILST00062_P1-C1_1_4168.mzML Peak area,MILST00082_P1-E3_1_4190.mzML Peak area,MILST00083_P1-E4_1_4191.mzML Peak area,MILST00075_P1-D5_1_4182.mzML Peak area,MILST00084_P1-E5_1_4192.mzML Peak area,MILST00079_P1-D9_1_4186.mzML Peak area,MILST00076_P1-D6_1_4183.mzML Peak area,MILST00089_P1-F1_1_4198.mzML Peak area,MILST00081_P1-E2_1_4189.mzML Peak area,MILST00080_P1-E1_1_4188.mzML Peak area,MILST00086_P1-E7_1_4194.mzML Peak area,MILST00085_P1-E6_1_4193.mzML Peak area,MILST00078_P1-D8_1_4185.mzML Peak area,MILST00087_P1-E8_1_4195.mzML Peak area,MILST00090_P1-F2_1_4199.mzML Peak area,MILST00088_P1-E9_1_4196.mzML Peak area,MILST00091_P1-F3_1_4200.mzML Peak area,
455,271.15301735333196,2.9221733,,,,,,,,,,,0,0,0,0,0,5.229889,4.314361,555.5495,113.90109,115.02222,13.255191,112.007996,5.4875317,13.846186,55.396946,37.15821,153.91258,278.3128,0,0,144.6433,55.175453,15.622192,110.653725,250.73192,28.760204,77.19912,432.1181,1081.0925,620.6848,61.56701,134.71362,9.222431,115.72038,1068.2336,24.70812,156.40529,268.37912,0,944.5069,120.659706,125.95634,0,0,0,0,0,231.76338,0,0,336.33905,191.65399,0,143.20941,0,0,0,0,428.46344,833.55206,0,0,0,0,0,23.46477,0,0,0,0,0,218.93848,25.108772,12.827738,78.64769,41.710007,131.7492,0,0,177.2375,9.480406,749.22723,261.36716,201.9288,5.8460503,87.04726,109.444336,539.81805,75.33183,107.03452,84.36232,15.962301,159.85927,73.66294,754.95056,16.513609,0,540.19525,303.18536,88.55863,227.24942,220.87018,14.889312,151.50867,298.64407,199.85399,71.6079,171.67259,14.688741,57.03046,119.07918,342.88132,0,193.5764,107.59142,187.36581,21.626184,197.69353,
622,271.20155504417113,3.3080468,,,,,,,,,,,0,0,0,0,0,0,0,24.428902,0,0,0,0,0,0,0,0,183.79543,132.77695,0,0,0,0,0,247.57832,0,0,104.56849,74.80731,226.26918,0,0,0,0,0,98.40614,0,0,0,0,127.12502,193.59642,93.12748,0,0,0,0,0,202.7249,0,0,105.68699,79.66374,0,32.923515,0,0,0,0,9.944508,119.39353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.28425,189.7805,310.36124,0,0,260.1497,161.10838,2.7376368,0,0,0,96.47402,0,248.11105,0,0,0,0,0,248.67633,186.47043,0,0,0,0,3.9530525,307.35864,0,115.779045,143.02353,0,0,322.62057,0,245.75122,0,212.12372,
1290,271.2271181162379,5.0867147,,,,,,,,,,,0,0,0,0,0,0,0,0,5.5624866,94.44598,8.794792,32.067566,2.7456112,1.2891884,21.623146,22.322388,0,0,0,0,0,0,0,0,19.598938,0,0,0,0,28.728298,12.778393,13.633493,4.346321,32.497345,0,29.570114,41.351242,27.027271,0,0,0,18.950165,0,0,0,0,0,0,0,0,0,0,0,8.944922,0,0,0,0,66.580925,0,0,0,0,0,0,150.32135,0,0,0,0,0,18.950584,0,0,57.110104,24.759129,107.35186,328.10864,0,0,0,0,0,0,2.8157606,35.340878,0,0,0,128.1016,1.269371,1.630311,0,40.83436,8.312038,0,0,18.054743,17.013308,0,0,0,1.2673132,23.086254,0,18.091282,77.146805,0,0,0,0,74.74456,0,0,183.95993,0,394.13123,0,
332,273.06196837082774,2.6208377,,,,,,,,,,,0,0,0,0,0,138.412,37.204903,0,10.88518,223.38213,72.86991,164.95529,63.516006,91.782616,182.16881,96.49609,18.92914,0,0,0,54.298294,76.97073,40.779953,0,17.104586,22.542093,0,0,0,84.47213,12.737661,37.25244,32.07644,78.42631,0,113.7117,33.90174,46.409775,0,0,33.547718,40.952362,0,0,0,0,0,0,0,0,0,0,0,163.98912,0,0,0,0,2.920618,0,0,0,0,0,0,137.34932,0,0,0,0,0,6.729262,122.75698,17.420921,185.87553,234.8873,241.90831,37.24034,0,3.747478,104.95743,0,41.03124,47.3936,67.54542,129.89871,0,4.934803,0,171.5411,89.68229,28.929852,0,27.85737,0,125.12754,25.695026,14.251696,6.3885193,87.22662,43.06179,30.119446,127.93403,19.005217,15.503437,3.7064166,393.14276,0,60.133724,9.993486,0,30.78098,60.179214,31.809097,207.85725,0,106.52075,9.26199,
677,273.16986744726137,3.4367363,,,,106,,,,,,,0,0,0,0,0,76.64193,41.81044,7.4206386,159.93964,45.384453,66.55354,133.9612,18.866024,39.100403,240.0407,48.698376,47.08986,66.093834,0,0,39.75647,293.8193,30.830517,76.258865,71.28464,33.54539,29.778643,32.28932,56.597034,115.28302,67.38454,142.19753,79.7048,37.590954,130.04243,222.48668,73.61134,103.30517,0,51.660748,141.39235,80.98882,0,0,0,0,0,164.478,2.6778727,2.7742171,52.640247,47.04747,0,256.89908,0,0,0,0,67.3787,85.68431,0,0,0,0,0,30.252209,0,0,0,0,0,110.231544,55.413895,49.740337,87.49934,146.15297,85.31947,16.261543,0,105.75942,61.64727,53.214615,156.866,122.34342,13.914545,257.36127,51.986473,84.49162,241.2371,23.559668,50.7056,22.019806,70.29736,86.24461,95.64675,38.155247,32.801178,49.43177,76.272156,216.12415,124.86406,140.84892,50.336975,24.236649,61.44672,152.63916,301.26184,85.25814,14.631561,43.889427,31.633598,102.73451,31.232073,71.17485,53.878674,144.5329,58.364086,89.04676,
218,273.18088082050855,2.2466793,,,,204,,,,,,,0,0,0,0,0,5.486037,5.028059,246.82074,32.80585,82.59719,30.116291,48.39947,18.095808,4.0754538,16.38221,6.17903,67.922295,330.23212,0,0,11.482271,39.24408,2.976737,468.7044,23.97081,4.465149,43.913578,421.50952,242.39133,40.613136,51.59523,56.013554,12.498199,76.98166,266.09552,40.07019,8.624563,67.96641,0,477.22452,419.07797,111.6564,0,0,0,0,0,423.75668,0,0,446.18805,323.98627,0,119.58443,0,0,0,0,102.6129,237.28058,0,0,0,0,0,49.09834,0,0,0,0,0,30.604527,25.727358,4.0808344,79.54926,44.57124,38.449398,17.692562,0,55.6632,31.87397,488.7657,515.65765,717.90094,37.01675,65.74305,566.6088,389.83054,77.70603,64.144775,5.4659534,57.672234,287.41647,59.823845,267.00272,15.111098,0,20.846807,16.882439,20.059864,460.9293,646.214,34.096306,28.44722,17.757221,31.365635,62.782818,479.42108,2.7734554,393.84314,484.656,6.34534,2.517273,535.2165,56.838135,614.37445,16.400837,421.53622,
287,274.0821489720052,2.4735396,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5.330865,0,20.686785,0,0,0,0,39.97787,0,0,0,0,0,3.2165694,133.84555,0,20.343292,0,0,0,0,0,0,0,13.807034,0,51.98154,0,0,0,0,0,24.23243,0,0,0,0,0,65.194534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.655704,0,4.8936024,0,0,0,0,0,0,57.7599,3.0210843,33.337357,320.62015,0,9.441929,27.98795,0,0,0,0,0,27.024433,0,0,0,0,0,0,2.8713892,0,0,0,0,108.27257,0,15.237865,0,0,0,192.80476,0,8.818079,0,77.34616,
586,274.16510189792007,3.2298255,,,,72,,,,,,,0,0,0,0,0,11.527438,8.028826,88.383255,37.78591,53.495735,11.392521,60.30547,10.237525,8.641052,19.975698,12.884506,271.53452,171.51483,0,0,0,8.65506,4.9833655,316.60385,0,0,169.5754,70.50793,235.98341,21.94708,34.18448,19.270224,0,46.799736,226.818,27.439342,0,35.01734,0,124.34771,322.96637,225.60774,0,0,0,0,0,608.9156,0,0,102.07014,172.06729,0,195.39029,0,0,0,0,55.197052,316.92276,0,0,0,0,0,33.262413,0,0,0,0,0,17.529987,0,0,70.75898,26.150463,81.40182,14.280905,0,29.861965,22.206219,205.69524,356.2518,460.46484,29.433506,53.991257,401.39673,371.6458,42.576626,52.280136,9.339237,11.847528,247.52925,39.888336,242.9785,9.349541,0,0,0,20.250816,527.2709,325.10373,13.824978,11.299238,56.857517,0,54.635937,615.1853,0,269.60748,279.49063,0,0,540.7762,56.001587,470.24332,20.77341,459.3054,
397,274.16510928326,2.7945428,,,,,,,,,,,0,0,0,0,0,0,0,264.3649,0,0,0,0,0,0,0,0,239.37575,421.1082,0,0,0,0,0,327.58377,0,0,260.57388,556.73846,364.30914,0,0,5.26437,0,0,359.69095,0,0,0,0,647.2993,481.41534,140.90126,0,0,0,0,0,446.47845,0,0,424.58273,488.0837,0,92.23199,0,0,0,0,97.833824,322.64392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.017551,0,649.57794,446.19772,583.8686,0,0,405.42313,505.67688,18.326714,0,0,0,359.82574,5.7425647,408.93445,0,0,0,0,0,596.89325,583.0799,0,0,50.851807,0,0,402.71878,0,304.18192,479.93222,0,0,459.8761,0,456.36594,0,381.46048,
319,274.2014550968629,2.5710926,,,,,,,,,,,0,0,0,0,0,0,0,41.29831,0,0,0,0,0,0,0,0,201.45567,14.983211,0,0,0,0,0,269.62726,0,0,50.015816,0,0,0,0,2.5925338,0,4.5696774,0,0,0,0,0,0,258.35956,67.71537,0,0,0,0,0,277.35056,0,0,4.713664,0,0,69.812546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.74898,188.28284,411.3071,0,5.6757507,282.74292,104.012314,12.406147,0,0,0,167.90065,0,0,0,0,0,0,0,360.07806,83.70404,0,0,0,0,0,74.47249,0,120.86857,97.44665,0,0,293.02118,0,268.01593,0,263.53534,
312,275.13919949922007,2.5494564,,,,,,,,,,,0,0,0,0,0,111.2572,0,165.05843,0,144.22324,0,63.021828,16.542536,71.70416,55.769077,55.23041,162.32034,183.80907,0,0,2.783978,105.37133,73.62468,199.56891,0,30.308508,159.38913,0,0,0,0,25.515175,22.690533,182.09125,0,138.12201,0,0,0,0,215.18309,114.45575,0,0,0,0,0,182.9675,0,0,113.900925,0,0,272.08545,0,0,0,0,0,120.05544,0,0,0,0,0,32.59039,0,0,0,0,0,0,0,0,278.58118,0,177.13254,0,0,26.495092,37.26755,262.78632,132.48837,336.1764,53.92758,352.68726,310.44278,236.72748,173.8681,126.57192,0,5.1318974,207.20035,0,0,38.623215,0,0,0,170.01749,262.13712,264.5148,156.56635,0,60.92395,0,72.92257,136.91862,7.102941,210.47322,248.46342,0,0,283.87466,20.07868,232.35036,7.7528486,186.03839,
211,276.18078495483,2.1601102,,,,,,,,,,,0,0,0,0,0,0,0,77.48119,0,2.6549263,0,12.234673,0,0,5.381842,0,166.63113,119.85294,0,0,0,5.8356295,0,38.36055,0,0,56.444935,228.13266,78.68343,0,0,0,0,36.88471,103.21668,22.435684,0,0,0,197.14082,122.744415,93.79784,0,0,0,0,0,299.12234,0,0,161.9723,153.968,0,77.03118,0,0,0,0,12.575923,74.79944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.123741,0,13.652077,0,0,9.282037,0,192.27101,222.38998,338.44638,0,4.214548,279.59976,125.93648,42.6586,0,0,16.618753,118.01013,0,88.99163,0,0,0,0,0,319.9732,145.55417,2.5631797,0,0,0,0,30.726482,0,98.55894,47.96454,0,0,318.9208,0,65.91104,0,312.35635,
351,276.2171717217612,2.6779644,,,,,,,,,,,0,0,0,0,0,3.3998709,0,73.08457,0,17.549252,0,23.778776,0,0,0,0,188.94768,61.62512,0,0,0,12.435549,1.2899637,276.53043,0,2.8172507,143.15929,0,0,0,0,12.240454,0,30.448639,0,4.7145185,0,0,0,0,234.58188,92.91298,0,0,0,0,0,255.34293,0,0,47.972942,0,0,93.62276,0,0,0,0,0,34.412323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.951288,0,35.213596,0,0,0,0,193.79582,159.7624,320.5896,0,63.36893,283.54913,180.11574,40.768948,14.801661,0,0,183.88475,0,0,0,0,0,0,4.3454,365.39438,263.2697,41.660786,0,4.85739,0,0,112.105995,0,189.42166,185.08818,0,0,319.58752,0,270.33652,0,252.68076,
1699,276.65206276314854,7.061418,,,,81,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003.38873,851.9186,1021.0039,984.1479,0,1099.382,782.1705,0,0,737.2773,0,848.264,808.288,951.19446,1006.79016,0,0,900.3235,0,774.185,714.8233,735.1268,16.617897,921.2674,821.6784,979.67694,903.4353,873.9058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.354061,0,0,0,0,0,0,0,7.191949,0,49.71843,0,
292,277.11824166346236,2.4827602,,,,,,,,,,,0,0,0,0,0,0,0,38.888107,20.801573,5.163521,16.649555,0,0,0,34.95526,0,0,190.5907,0,0,0,18.256353,0,0,6.983938,0,0,159.5197,101.239075,30.131683,22.837158,0,0,53.091076,194.76611,146.64206,11.071925,14.180566,0,244.45695,0,0,0,0,0,0,0,0,0,0,195.26152,139.74815,0,0,0,0,0,0,152.05798,114.40705,0,0,0,0,0,0,0,0,0,0,0,0,16.896568,3.0719461,0,68.293274,0,24.475935,0,39.632477,0,141.39105,138.56277,0,0,0,0,185.60641,0,0,12.030891,0,49.215332,0,223.54097,0,0,16.253635,9.230083,49.227367,0,388.25116,0,6.956654,2.8419929,5.300657,59.42306,0,0,0,0,6.155405,0,0,0,260.3721,0,7.066123,
1397,277.1832092537139,5.4073997,,,,91,68,[M+H]+,,1,1398,276.17599,0,0,0,0,0,41.251747,18.29245,131.34045,84.26234,118.944984,58.223526,153.50471,57.935204,26.71963,74.534904,53.53579,241.63174,151.99297,0,0,205.19363,101.1478,67.62717,133.76947,63.11476,103.460205,139.0638,58.83569,195.37622,76.63816,21.878296,244.67015,76.1588,129.58531,115.73433,91.38121,51.446304,50.55369,0,90.184616,192.16547,515.7915,0,0,0,0,0,275.6867,0,0,117.456085,111.84342,0,118.13045,0,0,0,0,98.87198,297.56067,0,0,0,0,0,110.47859,0,0,0,0,0,45.882694,137.93877,29.076376,117.01663,114.45318,141.72662,43.94795,0,224.9273,76.03094,126.82602,372.94388,316.58597,82.497185,95.84137,232.45956,220.57307,234.6592,232.17061,122.4121,66.69888,158.3216,101.83289,125.19048,62.892467,200.36418,59.946903,92.49945,94.83474,204.35997,804.50195,55.82004,60.10101,130.00395,40.56855,133.52808,240.32556,47.73753,118.331955,167.85745,61.520172,106.919914,174.55986,69.40012,377.13232,59.547997,174.66988,
1521,277.2163056987937,6.065955,,,,208,72,[M-2H2O+H]+,,2,1521;1520,312.23024,0,0,0,0,0,11.495554,5.1722093,61.06176,27.32631,39.191494,31.19469,73.0458,10.572763,0,60.271038,0,267.7089,249.97693,0,0,30.85596,15.778256,0,280.3949,111.3014,0,248.97125,132.2623,351.55942,86.35378,38.275764,79.116425,0,33.835983,396.74936,33.53646,79.85335,66.008286,0,270.9207,213.82112,301.32382,0,0,0,0,0,250.16833,0,0,226.80724,276.99774,0,152.4404,0,0,0,0,196.43121,466.84525,0,0,0,0,0,93.79893,0,0,0,0,0,34.180813,11.726905,10.288042,133.93523,89.45415,66.119446,41.385986,0,89.604126,26.028685,296.17548,276.6701,459.19635,29.582188,55.401318,363.4093,380.92352,119.36218,136.78255,38.437767,9.143849,358.1513,132.13223,241.43835,19.262106,0,118.75234,78.47834,46.71135,170.171,394.19238,0,74.15531,136.92294,75.5041,77.64959,327.27252,21.269915,244.04388,340.8674,119.508606,0,433.7034,106.78739,210.0597,36.432053,253.82951,
1761,277.2163796782238,7.5417023,,,,,,,,,,,0,0,0,0,0,72.74762,110.89177,174.63776,123.56324,103.791145,117.94753,124.83099,63.990097,105.97207,38.895878,51.104515,732.0845,742.28625,0,0,40.34979,31.492046,58.5086,443.19022,289.7593,91.2483,162.47441,205.38484,582.77,773.7519,196.08344,121.5147,104.04503,81.26634,1287.2722,152.42795,171.80907,202.35182,0,303.46008,427.02362,843.6953,0,0,0,0,158.77899,175.83467,0,0,211.3382,819.6301,8.974243,187.3427,0,0,0,0,231.07642,508.73752,30.06324,0,6.3907113,10.974094,0,66.19394,0,6.8375263,0,179.76807,346.27466,152.96045,40.230534,626.8288,143.0903,105.7597,90.447624,56.921738,0,165.87157,166.47159,290.7266,63.90978,334.19513,85.39727,135.88962,868.9365,497.25998,169.39981,82.47336,86.57578,19.484741,456.89453,182.07094,536.418,124.93112,83.34461,735.83185,282.3755,60.989006,244.58023,178.34474,132.97672,541.77094,171.19081,236.35455,130.52797,256.23096,135.21472,241.59338,222.07161,691.295,86.00728,790.68604,71.64511,180.08879,51.136833,284.0712,
1449,277.2163864931626,5.6897783,,,,47,,,,,,,0,0,0,0,0,57.74997,7.1339297,141.30492,131.96475,221.52452,17.980438,89.07566,173.08932,4.555685,242.14572,78.15299,128.38383,144.81737,0,0,351.2169,47.97483,73.99028,320.99625,599.12366,21.482605,143.78333,17.821272,59.479263,702.31506,265.65756,296.72623,86.85655,198.8304,214.62764,146.98103,331.36078,80.80893,0,57.055763,155.81639,119.05386,0,0,0,0,0,116.173096,0,0,100.84212,125.92847,0,87.77071,0,0,0,0,234.4082,552.90875,0,0,0,0,0,93.74451,0,0,0,0,0,111.752686,110.70575,13.404419,92.33092,450.5804,339.75778,95.208466,0,138.10028,52.05381,239.92378,225.16621,499.6722,38.8139,165.47945,194.47342,231.67976,25.752132,242.96964,106.6279,13.2724905,190.41537,30.101318,141.74774,77.93333,28.437096,531.94885,581.3727,188.85208,194.99226,498.28903,39.156094,65.045135,18.496147,151.50052,439.32153,258.1467,77.80141,207.08795,159.41765,751.91614,15.170643,312.69006,103.81945,352.14505,136.35887,198.38145,
1747,279.1126910970399,7.4246793,,,,68,,,,,,,0,0,0,0,0,0,0,0,0,59.846848,0,11.670699,0,0,46.73119,0,209.784,0,0,0,0,0,0,134.52454,0,35.231316,8.537389,0,0,0,0,0,0,21.604357,0,56.765556,0,0,0,0,127.888374,99.59015,0,0,0,0,0,0,0,0,0,0,0,4.1486416,0,0,0,0,0,0,0,0,0,0,0,328.46802,0,0,0,0,0,0,0,0,33.187923,130.36687,137.02844,67.90138,0,0,0,0,31.712734,188.44467,121.29739,22.723564,276.8565,0,37.346172,65.08763,0,14.567722,40.09202,0,0,18.021097,0,0,0,0,121.163315,155.56494,0,0,0,0,65.82908,605.6392,0,192.89214,0,0,0,295.13858,379.82556,63.5195,667.6133,243.17374,
1379,279.15694703675297,5.35011,,,,124,65,[M+Na]+,,2,1381;1379,256.16763,0,0,0,0,0,245.30528,312.92993,292.70868,1283.539,502.6219,374.00693,351.76324,278.46405,457.10876,302.9696,525.52576,238.02097,226.00008,0,0,223.34584,512.71277,213.39261,233.37221,356.31735,338.42056,248.91727,63.097786,407.89023,472.74844,640.5021,454.7728,41.36342,503.19455,464.4462,210.52841,373.0408,1254.4604,0,217.60217,172.24692,252.23085,0,0,0,0,0,384.94138,0,0,304.55737,428.09796,0,674.9009,0,0,0,0,353.86105,186.56322,0,0,0,0,0,479.26102,0,0,0,0,0,731.65656,501.71808,68.49939,442.39954,350.65967,1168.4368,309.30646,0,462.3846,393.05426,413.90143,284.78033,312.15045,333.81476,542.34564,201.5299,460.9656,553.1989,558.4777,370.69864,526.1587,262.63687,1094.1393,471.95554,382.6398,206.5869,227.05536,421.9862,575.9929,225.62369,214.91293,408.20505,592.6604,609.9914,840.0451,407.88382,429.29306,166.27908,438.13974,478.38406,704.6201,98.13863,274.95868,627.0282,259.81543,530.71045,387.3752,
263,279.17042313736636,2.3845975,,,,11,,,,,,,0,0,0,0,0,93.62186,27.11303,202.87997,30.792517,292.57544,66.366974,316.32553,121.01773,165.10583,184.35355,269.41672,177.89009,200.53178,0,0,188.65918,0,48.605846,201.18582,24.729145,42.629173,159.2468,0,27.729572,282.70386,57.570053,320.5083,315.53976,90.71588,152.02751,472.383,363.83054,364.94455,0,0,155.67332,399.6522,0,0,0,0,0,123.097176,0,0,16.523489,43.932915,0,272.2835,0,0,0,0,230.22502,405.42047,0,0,0,0,0,1784.6921,0,0,0,0,0,57.218777,40.47323,4.3980093,450.92642,241.42572,332.35516,71.89465,0,0,280.24704,10.10234,407.18167,552.3055,136.6242,214.63618,665.1267,0,368.4614,453.60873,20.024132,38.54667,31.379028,136.12834,0,340.40045,159.33018,14.280026,66.360886,0,317.8213,9.121807,129.41185,32.36952,55.383343,203.16403,131.27682,157.20943,353.3244,218.47656,20.258846,103.42505,22.474483,421.47443,702.56915,85.82189,1229.1722,210.30197,
305,279.17064121950017,2.5875418,,,,,,,,,,,0,0,0,0,0,228.98564,46.97567,221.40842,43.920937,679.4061,165.37085,543.77997,210.4959,213.71692,439.29465,530.7722,189.10289,256.87064,0,0,362.69995,23.76693,90.65658,187.29115,60.211185,92.26765,126.76829,20.33565,25.3426,401.3323,34.5308,821.74133,568.3937,236.27728,139.42506,1200.595,514.06055,530.09076,0,4.341408,162.79837,640.95105,0,0,0,0,0,44.090923,0,0,70.490746,79.41455,0,596.9351,0,0,0,0,124.845955,514.9696,0,0,0,0,0,2326.5251,0,0,0,0,0,93.28608,79.65613,27.29641,1151.6975,893.2511,570.1276,31.616398,0,20.914946,483.62466,17.521957,510.73785,637.94934,428.1853,184.71976,717.3458,6.273211,854.1087,1774.8613,24.949572,70.52776,37.760735,286.69208,13.370573,694.12335,317.5121,40.259224,36.759712,12.9674835,631.11304,21.164604,290.90463,87.498474,106.41568,378.95236,375.88116,158.99448,716.1687,189.8052,18.021229,145.84196,349.51965,386.66473,1531.8936,39.498367,2956.5103,151.29196,
