row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Blank_MidRun08_1_1_4227.mzML Peak area,Blank_MidRun04_1_1_4187.mzML Peak area,Blank_PreRun06_1_1_4147.mzML Peak area,LSTHA00002_P1-F4_1_4201.mzML Peak area,Blank_MidRun12_1_1_4267.mzML Peak area,LSTHA00005_P1-F7_1_4204.mzML Peak area,LSTHA00006_P1-F8_1_4205.mzML Peak area,LSTHA00009_P2-A2_1_4209.mzML Peak area,LSTHA00007_P1-F9_1_4206.mzML Peak area,LSTHA00008_P2-A1_1_4208.mzML Peak area,LSTHA00003_P1-F5_1_4202.mzML Peak area,LSTHA00004_P1-F6_1_4203.mzML Peak area,LSTHA00025_P2-B9_1_4226.mzML Peak area,LSTHA00012_P2-A5_1_4212.mzML Peak area,LSTHA00013_P2-A6_1_4213.mzML Peak area,LSTHA00011_P2-A4_1_4211.mzML Peak area,LSTHA00015_P2-A8_1_4215.mzML Peak area,LSTHA00010_P2-A3_1_4210.mzML Peak area,LSTHA00024_P2-B8_1_4225.mzML Peak area,LSTHA00014_P2-A7_1_4214.mzML Peak area,LSTHA00016_P2-A9_1_4216.mzML Peak area,LSTHA00021_P2-B5_1_4222.mzML Peak area,LSTHA00018_P2-B2_1_4219.mzML Peak area,LSTHA00019_P2-B3_1_4220.mzML Peak area,LSTHA00029_P2-C4_1_4231.mzML Peak area,LSTHA00022_P2-B6_1_4223.mzML Peak area,LSTHA00023_P2-B7_1_4224.mzML Peak area,LSTHA00026_P2-C1_1_4228.mzML Peak area,LSTHA00017_P2-B1_1_4218.mzML Peak area,LSTHA00020_P2-B4_1_4221.mzML Peak area,LSTHA00031_P2-C6_1_4233.mzML Peak area,LSTHA00034_P2-C9_1_4236.mzML Peak area,LSTHA00028_P2-C3_1_4230.mzML Peak area,LSTHA00027_P2-C2_1_4229.mzML Peak area,LSTHA00030_P2-C5_1_4232.mzML Peak area,LSTHA00033_P2-C8_1_4235.mzML Peak area,MILST00044-Rerun_P1-A1_1_4148.mzML Peak area,LSTHA00039_P2-D5_1_4242.mzML Peak area,LSTHA00035_P2-D1_1_4238.mzML Peak area,LSTHA00040_P2-D6_1_4243.mzML Peak area,LSTHA00032_P2-C7_1_4234.mzML Peak area,LSTHA00038_P2-D4_1_4241.mzML Peak area,LSTHA00042_P2-D8_1_4245.mzML Peak area,LSTHA00037_P2-D3_1_4240.mzML Peak area,LSTHA00036_P2-D2_1_4239.mzML Peak area,LSTHA00041_P2-D7_1_4244.mzML Peak area,LSTHA00043_P2-D9_1_4246.mzML Peak area,LSTHA00044_P2-E1_1_4248.mzML Peak area,MILST00048_P1-A5_1_4152.mzML Peak area,MILST00049_P1-A6_1_4153.mzML Peak area,LSTHA00045_P2-E2_1_4249.mzML Peak area,MILST00047_P1-A4_1_4151.mzML Peak area,MILST00045_P1-A2_1_4149.mzML Peak area,MILST00052_P1-A9_1_4156.mzML Peak area,MILST00055_P1-B3_1_4160.mzML Peak area,MILST00054_P1-B2_1_4159.mzML Peak area,MILST00051_P1-A8_1_4155.mzML Peak area,MILST00053_P1-B1_1_4158.mzML Peak area,MILST00056_P1-B4_1_4161.mzML Peak area,MILST00046_P1-A3_1_4150.mzML Peak area,MILST00057_P1-B5_1_4162.mzML Peak area,MILST00060_P1-B8_1_4165.mzML Peak area,MILST00059_P1-B7_1_4164.mzML Peak area,MILST00050_P1-A7_1_4154.mzML Peak area,MILST00058_P1-B6_1_4163.mzML Peak area,MILST00061_P1-B9_1_4166.mzML Peak area,MILST00068_P1-C7_1_4174.mzML Peak area,MILST00065_P1-C4_1_4171.mzML Peak area,MILST00066_P1-C5_1_4172.mzML Peak area,MILST00069_P1-C8_1_4175.mzML Peak area,MILST00064_P1-C3_1_4170.mzML Peak area,MILST00063_P1-C2_1_4169.mzML Peak area,MILST00075_P1-D5_1_4182.mzML Peak area,MILST00074_P1-D4_1_4181.mzML Peak area,MILST00067_P1-C6_1_4173.mzML Peak area,MILST00070_P1-C9_1_4176.mzML Peak area,MILST00073_P1-D3_1_4180.mzML Peak area,MILST00062_P1-C1_1_4168.mzML Peak area,MILST00072_P1-D2_1_4179.mzML Peak area,MILST00071_P1-D1_1_4178.mzML Peak area,MILST00083_P1-E4_1_4191.mzML Peak area,MILST00079_P1-D9_1_4186.mzML Peak area,MILST00078_P1-D8_1_4185.mzML Peak area,MILST00086_P1-E7_1_4194.mzML Peak area,MILST00085_P1-E6_1_4193.mzML Peak area,MILST00084_P1-E5_1_4192.mzML Peak area,MILST00077_P1-D7_1_4184.mzML Peak area,MILST00081_P1-E2_1_4189.mzML Peak area,MILST00076_P1-D6_1_4183.mzML Peak area,MILST00082_P1-E3_1_4190.mzML Peak area,MILST00089_P1-F1_1_4198.mzML Peak area,MILST00088_P1-E9_1_4196.mzML Peak area,MILST00091_P1-F3_1_4200.mzML Peak area,MILST00087_P1-E8_1_4195.mzML Peak area,MILST00080_P1-E1_1_4188.mzML Peak area,MILST00090_P1-F2_1_4199.mzML Peak area,
30,252.1092831469699,1.0714605,,,,,,,,,,,0,0,0,0,0,459.46933,789.46326,368.55768,86.239716,579.2373,140.15747,1448.5657,0,315.5683,316.30576,359.6225,398.0146,659.869,0,509.40314,149.35828,181.81534,288.91727,179.12514,181.9573,812.71545,449.71753,330.26782,1427.6609,431.52728,56.944077,123.9324,534.63367,257.8383,137.77432,1540.6117,0,116.46172,108.60167,452.31012,1269.4958,346.315,922.02747,501.5096,933.043,410.79376,551.36285,302.7046,619.71735,260.209,609.41846,936.5585,263.61322,713.66907,403.7515,1128.4397,474.98755,782.31226,1737.1533,1101.4357,998.6641,386.5291,1577.0552,712.4194,1841.601,471.47498,0,464.09863,1033.297,729.78674,205.66422,707.4041,463.0204,241.2375,1527.7831,822.5881,63.877167,594.6041,156.99243,612.8996,542.27136,122.85905,1563.4204,313.8887,34.94716,424.37225,242.72417,1462.6809,662.0532,401.7404,176.07857,180.1635,458.90903,551.12036,983.5227,438.97812,
573,252.12332363976847,3.2020545,,,,136,,,,,,,0,0,0,0,0,57.494987,53.76066,263.70767,234.88576,216.57025,57.17328,21.607075,0,16.940895,118.61721,8.836724,112.41615,204.6473,0,149.64793,29.021118,203.40654,94.21269,92.23881,78.53449,55.086346,96.08197,216.41612,44.269592,41.44664,39.096985,93.075676,34.905262,176.13809,203.58762,51.505123,0,131.53925,59.11317,55.07583,109.8883,316.17844,51.22412,48.23902,9.962847,89.39461,25.239296,96.547356,82.99063,134.30553,32.511177,23.070011,95.0324,134.05997,114.97648,122.050705,276.73602,198.19029,66.90057,34.36252,219.1745,80.08949,50.596985,93.67339,33.52652,12.846411,0,160.18207,278.58923,275.39648,54.929497,34.28566,124.05413,90.41816,98.18016,218.43454,211.46698,21.56292,278.7118,187.69644,135.88937,101.212036,37.04749,142.38898,132.955,205.21022,35.121296,123.9766,12.732719,142.26968,41.950417,67.62955,82.126434,139.18677,105.2502,61.825943,
1084,252.15766338112294,4.4298697,,,,116,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.333286,0,0,0,5.0094156,0,0,0,1067.5891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.940256,0,0,0,0,0,0,0,0,34.495197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.801062,0,0,0,
508,252.15962691000297,3.0317988,,,,,,,,,,,0,0,0,0,0,87.705444,0,0,0,0,9.235716,299.7565,0,334.21042,0,322.5651,0,66.46801,0,0,0,0,0,0,0,541.41345,701.8184,7.5857706,307.27637,274.64914,0,0,257.23038,0,615.1378,413.81464,0,0,0,400.33142,776.6121,121.55213,469.90924,310.0303,454.228,253.93747,323.11444,0,114.51085,0,381.00983,343.39642,10.128809,0,0,248.78317,0,14.765909,577.133,595.7524,60.20096,42.08216,371.1254,426.7399,449.19757,154.87106,0,81.15361,0,63.36469,0,563.1375,246.28552,0,601.53705,33.91961,38.02809,637.32623,0,241.90198,46.81774,12.419363,582.3883,0,0,10.579144,0,399.6453,541.6766,0,0,0,564.63934,0,309.69296,519.0955,
688,253.10492461261495,3.4576728,,,,42,42,[M+Na]+,,2,688;690,230.11559,0,0,0,0,0,308.5324,115.74236,187.2984,60.371597,30.016462,311.4502,408.33975,0,369.0807,70.89601,605.94476,83.705246,24.714043,0,19.67991,281.9723,102.89844,146.92389,147.56116,87.046875,759.3257,647.5078,162.9308,453.135,464.53094,53.987125,259.61404,478.67453,138.72661,235.38103,376.48013,0,141.82251,126.693085,624.0707,700.8676,129.98198,627.4764,386.65924,475.01358,299.49045,481.52475,213.62631,252.43924,233.82228,830.241,480.0033,393.644,183.47282,65.831116,227.95966,28.493668,53.60238,855.7462,630.3106,25.359499,259.7646,958.08685,430.90482,1036.1389,339.1332,0,25.456718,127.1671,46.19461,379.90692,515.79114,267.37277,87.56433,785.0709,114.02544,42.81196,614.72723,30.431496,239.16096,110.26147,328.2666,520.3807,96.62415,9.646387,114.66966,293.20547,497.3803,1386.9795,85.78074,23.884516,254.76146,706.4343,237.6102,466.7423,482.32184,
144,253.11795647044795,1.5583494,,,,,,,,,,,0,0,0,0,0,89.53293,3.1494408,0,15.150398,0,30.504719,3.1199753,0,28.713829,42.67465,56.40372,4.147812,0,0,27.369732,5.250298,3.5125504,86.43042,0,6.443124,0,3.9945307,3.0481057,9.656257,4.227887,75.36325,42.86875,0,38.619656,60.318623,37.0001,0,71.68081,259.70596,0,3.4048326,147.04079,0,65.686676,15.268019,62.947998,22.811665,666.04584,215.31187,149.13304,23.086666,85.097916,105.788475,18.96008,0,0,0,3.990206,0,135.0794,22.4502,329.77032,0,113.27902,0,115.308136,0,41.27707,60.786106,0,28.74147,84.113464,16.727732,23.00164,0,0,5.300252,0,77.55912,73.10414,2.4907029,131.89035,45.30462,2.9550076,37.883137,72.7948,6.344574,17.494146,20.843098,9.507207,107.90203,442.83093,15.717198,314.9379,0,2.7918384,
1314,253.1412523338064,5.1669626,,,,41,66,[M+Na]+,,4,1314;1313;1326;1309,230.15195,0,0,0,0,0,424.0556,13.981406,255.93694,209.27469,132.94904,210.60121,868.0193,0,1169.9094,146.92891,933.50085,40.99939,51.131737,0,236.58585,23.284462,221.99638,343.71558,21.406307,18.082083,526.86145,566.1151,291.96857,884.3867,886.3504,133.2975,21.22203,607.5535,167.65146,285.1587,688.6167,0,103.35477,66.24969,692.8645,583.18085,245.18,769.72296,419.96588,873.1194,237.13165,1167.0858,39.985382,297.15683,437.15604,669.8027,751.0893,389.9527,150.57431,10.2181,379.23505,113.5228,119.19217,1640.971,822.90356,130.48544,210.64594,1201.9226,707.8572,1238.4167,206.32649,0,290.94022,188.23586,37.432957,235.59003,838.35535,489.4325,190.19046,569.36835,152.70966,56.062653,1129.7646,108.67552,99.19902,167.27768,405.7434,798.2734,38.113823,115.97493,165.00835,138.71097,1032.2004,624.9055,337.4259,181.36955,245.50394,1223.4917,141.513,945.0669,1123.9496,
1264,253.1412995348304,5.048871,,,,2,63,[M+Na]+,,2,1264;1265,230.15203,0,0,0,0,0,691.2088,583.49286,978.05035,558.6883,467.07874,1824.9895,218.87823,0,137.62035,468.2735,259.89688,251.0614,386.41055,0,354.9367,554.1654,500.25293,896.0868,509.71713,1051.3652,259.97137,234.70064,1178.1903,215.95387,113.37989,37.442333,781.51984,221.9451,1080.7124,259.48163,401.5594,0,906.969,818.50616,244.26532,167.62796,549.9694,274.22433,1262.0181,265.01105,489.35706,268.32236,681.31464,771.44946,1074.4607,102.97326,198.96974,1997.1874,632.5449,334.33145,555.6832,332.08224,807.1074,305.39468,291.60895,441.94452,1350.9326,201.4068,175.9337,269.70175,1283.3333,0,553.8748,566.32855,395.73846,1328.9308,252.6601,657.7967,984.6101,288.22598,240.8195,101.32946,238.17297,188.74263,1069.1569,783.24634,880.5499,253.94849,1005.70447,202.18626,1199.1167,856.75903,239.9787,309.20145,884.0703,281.94934,919.3826,309.74994,666.21204,273.67346,373.94775,
878,253.14162560137228,3.854313,,,,163,53,[M+Na]+,,2,878;879,230.15219,0,0,0,0,0,215.78165,90.22721,134.12727,122.829216,181.5323,175.87085,433.1499,0,288.22766,138.49161,421.48926,127.3087,183.94804,0,130.44489,100.490166,95.675766,96.693794,92.606155,379.8205,466.4026,556.45105,203.60075,304.37045,360.51083,101.40546,62.80814,388.56165,264.05005,182.88371,334.47745,0,129.98813,224.7114,353.46622,351.1953,143.27942,436.86444,257.23813,410.5733,140.06529,428.19147,106.46603,201.31711,109.067055,532.27136,311.40726,132.20175,153.09381,228.06802,170.62617,129.4142,238.96774,511.22513,424.73044,163.12454,155.68398,425.1657,348.6288,678.1296,285.72757,0,133.20798,116.70342,137.1982,120.86198,406.19403,231.45099,205.52489,401.13004,269.89633,74.683205,415.50775,84.92293,342.9113,187.8158,173.81148,341.33496,535.64325,114.238754,184.3948,212.21706,391.5048,970.2162,124.685715,116.778915,160.33844,475.98602,78.09931,515.52435,489.98874,
399,253.14164309622842,2.8018878,,,,35,25,[M+Na]+,,3,398;399;397,230.15216,0,0,0,0,0,513.18005,388.4092,405.63574,258.17166,267.03024,685.00684,242.05214,0,88.502846,345.64377,171.8357,272.30164,160.43108,0,238.84602,594.5346,281.90778,439.57956,358.53268,465.26224,143.10864,189.00916,425.84454,248.0214,140.2474,289.8737,537.1304,117.1709,516.4454,313.74353,262.2417,0,361.48883,372.95587,156.23883,273.3235,325.61148,159.95253,760.58606,259.56964,309.6473,138.34074,486.7555,476.96524,469.48608,209.9988,259.3903,790.09503,391.99854,244.31883,344.85153,231.61952,359.48795,215.42276,390.66995,234.81497,604.13226,123.487274,247.9418,251.24805,652.50916,0,265.15115,304.9371,290.47888,901.31525,306.36963,291.18002,454.89236,213.48311,464.71875,13.813036,324.43738,286.55212,445.24713,297.7802,603.96106,290.34158,491.08398,67.77072,394.7714,690.3696,170.93161,354.4779,412.46085,193.40361,519.92053,284.3453,533.36664,223.88478,342.5199,
1041,253.14182869885485,4.2601686,,,,50,,,,,,,0,0,0,0,0,1262.252,371.42236,60.522854,2.7094014,313.8046,54.982082,100.43067,0,19.261086,17.859404,228.65628,803.5833,14.864183,0,267.12695,5.1449776,22.727089,445.94617,212.77388,27.499065,293.42432,139.35574,48.63791,115.81329,194.68585,714.2067,30.4574,26.976791,104.46962,1054.1061,89.51291,0,44.790726,20.778599,43.708035,190.38464,466.95264,41.105915,166.50858,49.53865,501.28717,300.42667,16.286688,1239.186,532.2933,2741.5288,24.825476,62.622467,25.344439,11.330704,456.16864,42.199043,28.668385,120.36863,135.06122,57.17453,60.868282,312.5438,56.59924,515.9576,93.850624,0,106.79765,2.7584777,322.73288,208.62537,36.885002,88.62456,237.40198,56.802692,2758.3918,29.031527,46.21637,0,69.897156,497.90454,738.4764,38.83301,16.932255,3.7359617,55.764942,41.493958,190.35999,142.37221,2.9304113,27.092789,20.481636,94.29458,4.532577,110.432526,89.396996,
394,253.17995845615147,2.78148,,,,198,,,,,,,0,0,0,0,0,0,0,11.788782,0,0,0,0,0,0,0,0,25.469883,0,0,0,0,0,0,0,123.633064,66.517334,48.577087,0,0,0,0,0,0,186.16849,34.245537,0,0,61.89465,0,7.231941,0,0,0,0,0,270.46725,0,0,0,0,117.82966,0,0,0,2.7290764,121.210464,0,151.29988,0,0,0,0,0,0,21.604107,0,0,0,0,34.586525,0,0,6.7174964,310.88123,14.271274,218.72032,0,0,0,11.709534,36.856236,0,0,145.44263,0,37.408573,0,0,0,0,4.5162807,0,0,0,0,0,
1287,253.21645921572332,5.087428,,,,,,,,,,,0,0,0,0,0,10.525804,0,0,0,1.3445191,58.000175,0,0,0,12.513343,0,0,0,0,0,0,0,0,0,35.523453,0,0,1.4999943,0,0,0,10.144362,0,5.3635015,7.50097,0,0,33.529835,10.240425,0,0,3.4536245,0,0,0,31.931305,0,148.17288,28.209599,10.9988165,0,0,69.08372,189.87088,0,0,0,0,0,0,0,82.37622,0,0,0,0,0,0,0,0,12.273069,0,0,24.818666,0,14.736427,0,0,0,28.033928,2.8015914,47.783005,0,37.458103,0,5.9867744,0,0,0,1.1960125,0,282.33975,0,139.15773,0,0,
457,254.0481955070385,2.8953552,,,,,,,,,,,0,0,0,0,0,182.77388,34.541637,169.29143,101.71331,108.05696,299.26733,84.263466,0,67.74655,125.10083,75.75858,97.77769,74.506584,0,110.9306,319.5487,107.9091,136.35674,83.63921,144.01923,61.446606,68.39211,265.08792,88.81705,61.360657,85.349846,274.78632,51.642593,208.07558,119.69002,116.071754,0,208.8372,187.55792,55.00242,152.11395,89.99111,66.45508,254.05498,131.41284,95.644135,53.468388,684.83154,201.92868,200.94925,129.82184,135.57481,363.88815,1803.9211,91.29677,113.645966,147.35309,133.62833,110.37775,190.59572,100.40179,309.2672,66.3514,106.433174,133.17314,255.8258,0,82.70678,139.52158,101.19185,358.57635,134.07846,116.08483,148.02367,93.458824,208.73145,32.051147,149.6067,217.9276,170.5148,144.93712,361.68964,130.20578,145.24118,33.284428,170.22249,384.23376,92.56682,144.0435,169.08813,63.495113,872.91876,97.50846,828.878,108.807175,132.55083,
225,254.06607805913097,2.2761734,,,,,,,,,,,0,0,0,0,0,400.51572,41.540756,119.471176,28.048143,85.72249,527.591,0,0,0,126.11687,0,19.985624,23.208511,0,24.356949,407.34555,26.795567,131.17007,47.73082,137.48917,0,0,298.89227,0,0,26.66473,419.1429,0,301.5463,93.27153,38.669403,0,64.73465,158.23395,0,0,177.96309,0,401.97275,9.623674,65.415115,0,353.44498,340.54776,324.28122,0,0,604.4143,236.38914,38.13321,50.94009,45.38365,154.89577,0,0,49.84896,469.35785,0,0,0,396.04105,0,108.0678,92.27405,45.362526,523.39136,12.170698,97.55986,149.43576,0,113.82232,3.9909897,0,196.09575,301.153,99.72561,535.89026,0,68.02668,20.203276,272.40726,453.61227,0,0,344.49945,32.498764,374.46088,0,490.95605,0,0,
628,255.11170446807418,3.3254235,,,,158,,,,,,,0,0,0,0,0,0,0,0,0,0,0,344.1538,0,151.81892,0,0,0,6.8165283,0,5.629118,96.801926,3.7175174,0,1012.9468,0,207.15259,166.93947,0,0,0,7.9085493,152.45892,0,0,9.756265,0,0,0,838.35406,0,310.50504,0,0,0,0,0,0,95.3817,0,0,58.72612,0,0,0,0,0,0,0,228.81906,177.64612,32.0492,0,0,0,0,164.07965,0,455.06384,115.82553,0,0,0,307.89108,0,132.65056,0,0,0,0,5.3409123,0,0,0,0,0,0,50.845364,15.536823,32.64421,0,0,21.334759,0,0,30.491161,28.79998,
545,255.120866793677,3.1397827,,,,147,,,,,,,0,0,0,0,0,109.555374,52.3087,106.87837,44.20896,59.918003,96.09561,328.032,0,204.5264,31.664307,240.37894,27.191618,33.38077,0,10.132086,67.52832,44.87241,71.60656,47.27619,53.999912,285.0062,273.04382,80.906715,350.9385,206.58063,25.157892,73.987915,252.19554,93.66526,54.17439,261.57016,0,71.22251,50.209877,296.1411,385.27393,104.83313,317.45758,224.56792,289.8363,100.59269,216.93198,44.45333,101.83781,75.924614,342.88022,345.31406,145.1859,54.421844,31.362404,23.366701,43.67287,83.70868,341.3674,401.1523,48.213127,105.84033,217.23392,298.01886,307.93713,153.51472,0,43.28476,52.71254,46.40393,112.6021,323.5704,97.42183,56.410458,337.82922,76.8651,3.428484,351.42902,48.37128,106.09669,47.992676,118.00566,391.91873,64.039665,5.1454906,95.94843,83.61894,301.3788,384.70486,59.251175,25.183817,67.04674,397.92178,71.3763,279.03137,403.01324,
1535,255.14922692110633,6.151833,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802.82623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1389,255.15060576533818,5.412431,,,,,,,,,,,0,0,0,0,0,0,12.566611,0,0,0,29.202024,0,0,6.393253,37.322376,0,35.40937,0,0,32.04829,0,8.704149,11.546708,0,3.3725538,0,0,0,7.335168,0,5.9057827,18.381163,0,0,9.102356,0,0,2.6165154,0,0,0,0,0,21.096874,21.670778,0,0,27.030052,3.7442372,175.51187,0,28.439264,102.44132,886.69977,23.109179,21.345154,35.497044,20.876558,8.62583,10.622938,9.044762,68.946335,6.4049363,63.790905,0,0,0,5.243374,44.357124,14.4817295,37.96077,87.53882,38.870636,35.480286,0,25.511232,22.214588,54.699703,3.2099583,64.19876,34.814503,17.324492,12.844926,22.877808,5.0749598,0,0,5.3212266,0,5.9140506,10.063303,82.65468,20.861034,185.74237,0,38.501404,
1423,255.15061741034935,5.598444,,,,121,,,,,,,0,0,0,0,0,0,106.17737,12.94999,23.063847,33.46213,198.55298,0,0,0,206.3081,0,157.10236,0,0,150.36543,0,78.532425,138.92842,17.921797,149.87378,0,0,126.9481,38.03186,0,119.27969,163.00357,2.8615525,9.786066,79.1362,30.8643,0,132.07887,54.492935,0,25.649918,58.961018,5.1954894,213.29852,174.33823,27.74525,0,95.55139,22.174997,226.91898,0,37.849598,506.07437,61.631638,96.05222,143.65768,131.1041,79.50227,44.385426,25.01069,40.40809,172.7516,33.246235,91.881294,6.2001324,6.2339907,0,47.074806,66.64513,165.64455,222.75981,118.37598,146.672,185.4894,8.701803,151.06393,3.4758322,273.97452,142.17145,155.67902,156.51218,80.455154,39.53489,253.06934,72.76517,75.59453,80.48089,19.526867,62.876736,25.275173,38.512955,272.20853,151.26826,443.53247,5.096966,118.621994,
724,255.1576426094477,3.598598,,,,20,,,,,,,0,0,0,0,0,69.39904,73.64843,154.15927,44.526325,92.858536,83.4999,205.23532,0,441.63602,107.8312,396.1387,170.1494,90.9726,0,72.87073,3.4340835,38.89706,110.100296,32.184803,340.83823,568.08435,497.36353,153.41394,174.06279,325.37164,55.171852,76.632195,425.27167,240.76285,165.66681,175.57346,0,132.14722,108.07501,370.98334,305.26526,91.54243,435.9969,293.59796,427.4509,310.4897,428.9187,79.411,114.27381,106.773,1017.5571,185.43465,153.28864,100.662544,112.75917,203.81635,73.42744,291.6495,687.89966,310.17883,149.31377,98.295586,466.17587,485.24884,772.4785,192.29144,0,55.71653,62.292156,176.00041,91.43136,531.4461,267.49832,202.27625,357.35968,216.31969,56.76019,501.98816,13.521612,344.17346,149.74309,142.40968,233.20613,487.59937,52.60442,138.74414,115.00427,320.97736,564.4201,68.60106,83.409386,85.23766,330.76123,114.67381,503.87445,327.5051,
674,255.15920852336149,3.4382668,,,,131,,,,,,,0,0,0,0,0,144.24301,73.73866,83.177025,22.160511,56.077908,88.33252,105.888794,0,48.887028,69.52356,65.13211,24.86827,36.147568,0,46.81528,273.63583,12.988155,142.20638,63.89088,73.366005,94.064125,121.39676,56.65116,106.955795,21.464165,31.67321,38.591278,30.499908,84.96213,163.23639,106.33596,0,130.15082,159.31061,27.684237,233.06609,106.678604,53.63951,278.75015,174.87593,89.05254,59.775772,70.59909,31.852583,132.75217,118.172035,121.63927,87.274376,22.507725,40.84715,91.36229,43.51863,141.90935,132.32922,199.54721,35.246475,42.828506,103.87238,167.16257,148.2074,389.73505,0,22.524328,27.064411,66.37773,295.1162,237.3288,44.70912,95.84743,149.70946,74.94044,54.38722,277.35956,41.16317,108.248764,25.000076,472.72003,164.88419,56.361763,23.358723,194.77412,253.4266,89.95778,173.88365,37.30428,12.592508,74.260315,172.95815,57.70932,119.43646,213.45287,
1079,255.1592248242828,4.4197454,,,,178,,,,,,,0,0,0,0,0,173.50311,98.94806,1.1713507,67.496925,0,280.63162,136.82465,0,0,0,9.698696,0,0,0,0,171.06148,15.263343,98.67715,110.52295,3.76553,12.610752,11.948441,4.5964766,96.51513,59.531006,0,211.48476,6.3874025,0,5.769367,136.32301,0,0,125.1119,0,168.87439,2.9946074,6.4324484,379.648,181.85017,0,0,0,164.23912,0,12.464394,182.16174,399.73083,0,0,3.890934,0,0,24.638313,204.58209,0,252.50041,19.902748,126.04763,35.81718,280.90826,0,63.3134,72.457664,2.5598316,339.14612,173.50479,0,0,33.936413,0,0,211.12555,0,8.564921,0,220.23685,186.27806,0,0,0,228.07819,113.63488,238.79364,90.65502,0,115.74654,202.17111,0,96.53074,198.01051,
219,255.1697078911267,2.242979,,,,165,,,,,,,0,0,0,0,0,0,0,0,0,0,0,297.96536,0,77.32886,0,155.90831,0,0,0,0,0,0,0,0,0,158.16194,145.26523,0,311.74817,143.24664,0,0,133.37822,0,0,23.345047,0,0,0,161.7827,335.22806,0,168.34866,55.01584,268.73206,25.606611,133.408,0,0,0,137.13408,301.7278,4.841736,0,0,0,0,0,200.33618,438.02512,0,0,175.05353,226.04353,211.5732,10.386162,0,0,0,0,0,334.69614,8.112531,0,174.96265,0,0,368.8692,0,0,0,0,372.6456,0,0,0,0,42.168674,380.84265,0,0,0,335.9302,0,229.0055,349.76736,
1676,255.23199323776586,7.2781987,,,,,,,,,,,0,0,0,0,0,0,36.373917,103.218346,9.408954,38.246887,71.465866,38.880875,0,43.636673,80.03448,103.258125,153.74037,30.436754,0,65.92161,34.364933,32.03955,125.57727,42.782402,172.65219,105.208206,113.81722,151.2343,9.0896225,53.43772,55.850147,63.077496,32.515285,184.54614,134.264,34.44644,0,166.12325,158.38538,73.65583,32.004013,138.03535,70.09941,129.44649,63.033638,208.22328,56.20759,124.93313,49.231026,168.04024,128.56831,28.460955,113.50404,59.69671,44.388714,120.592804,47.79621,162.89952,51.035324,61.94458,135.08571,96.09097,92.07589,52.75761,80.07754,62.490215,0,43.999157,50.872612,102.390274,64.44955,88.149216,102.40306,221.2186,79.911354,155.34251,12.894129,95.4586,23.068989,105.90563,148.53355,180.2714,14.209938,233.71149,54.319717,207.24898,127.779465,59.45506,45.497955,38.187622,60.400642,119.71503,22.702656,119.11395,80.06477,38.106937,
1811,256.2636224202341,8.46081,,,,,,,,,,,0,0,21.786121,214.23987,0,267.92694,190.46017,558.1884,256.86847,289.302,385.61185,283.14722,339.8736,232.24435,265.28604,244.5472,246.36267,547.5313,371.08148,274.95752,661.0623,389.6368,225.81505,209.35132,283.4649,333.23514,1044.6472,289.30545,787.25574,317.08005,274.99252,263.25,226.80492,301.7954,502.18695,385.12054,383.95865,272.68304,333.85294,391.3268,457.33084,433.84396,220.18709,614.4068,2891.0024,289.57172,243.51407,430.35028,474.77972,532.538,461.207,1233.141,247.07559,3215.2273,262.24606,273.19083,348.03986,228.62016,287.99667,1382.9644,360.06387,607.61127,331.18137,270.6885,926.4004,362.84622,243.33736,429.80957,565.566,370.1623,363.61313,923.2661,381.9109,226.72313,375.1285,282.9031,266.72968,669.4396,314.1891,220.36948,277.19495,272.8225,311.6501,359.79153,293.3354,237.6843,249.86139,359.88754,413.63715,235.83484,264.48624,434.51382,228.12021,586.4805,306.23544,689.5155,
1509,256.30006808421604,6.06106,,,,,,,,,,,0,0,0,0,0,0,0,3.9261646,0,0,0,0,2.5066628,0,27.800276,0,9.893489,0,0,0,0,0,0,0,0,0,32.40789,0,0,0,0,0,0,0,0,0,122.90324,0,0,0,0,0,0,0,0,11.918786,4.369321,0,0,314.72424,0,0,159.16719,11534.015,18.245804,4.26556,12.232225,30.81567,7.098198,0,50.770058,0,55.700462,19.217796,33.687958,24.127628,0,32.953888,1555.9142,0,119.534836,319.45392,0,0,99.053406,0,0,115.989876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
